OBJECTID,FIPS,STATE_NAME,HOSPITAL_NAME,HOSPITAL_TYPE,HQ_ADDRESS,HQ_CITY,HQ_ZIP_CODE,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,Y,X
6292,32003.0,Nevada,Dignity Health St Rose Dominican - North Las Vegas Campus,Short Term Acute Care Hospital,1550 W Craig Rd,North Las Vegas,89032,8.0,32.0,6,6,0.0,0.11977739999999999,-24,0.0,36.24,-115.16
6293,48441.0,Texas,Hendrick Center for Rehabilitation,Rehabilitation Hospital,1934 Hickory St,Abilene,79601,31.0,31.0,0,0,,,0,1.0,32.47,-99.74
6294,39093.0,Ohio,Cleveland Clinic Rehabilitation Hospital - Avon,Rehabilitation Hospital,33355 Health Campus Blvd,Avon,44011,60.0,180.0,0,0,0.0,0.64444447,-120,0.0,41.47,-81.99
6295,47157.0,Tennessee,Spence and Becky Wilson Baptist Childrens Hospital,Childrens Hospital,6225 Humphreys Blvd,Memphis,38120,140.0,140.0,54,54,,0.52700585,0,1.0,35.13,-89.86
6296,72127.0,Puerto Rico,Multy Medical Facilities Corporation,Rehabilitation Hospital,402 Munoz Rivera Avenue,Hato Rey,918,31.0,31.0,0,0,0.0,0.70216525,0,0.0,18.42,-66.06
6297,39007.0,Ohio,Generations Behavioral Health - Geneva,Psychiatric Hospital,60 West St,Geneva,44041,18.0,18.0,0,0,0.0,0.64672756,0,0.0,41.8,-80.96
6298,39035.0,Ohio,Highland Springs Hospital,Psychiatric Hospital,4199 Millpond Dr,Highland Hills,44122,72.0,72.0,0,0,0.0,0.87515223,0,0.0,41.45,-81.52
6299,25005.0,Massachusetts,Southcoast Behavioral Health,Psychiatric Hospital,581 Faunce Corner Rd,Dartmouth,2747,120.0,120.0,0,0,0.0,0.91680366,0,0.0,41.67,-70.99
6300,8041.0,Colorado,UCHealth Grandview Hospital,Short Term Acute Care Hospital,5623 Pulpit Peak Vw,Colorado Springs,80918,22.0,22.0,4,4,0.0,0.24533001,0,2.0,38.91,-104.82
6301,17201.0,Illinois,Mercyhealth Javon Bea Hospital - Riverside,Short Term Acute Care Hospital,8201 E Riverside Blvd,Rockford,61114,52.0,52.0,9,9,,,0,0.0,42.31,-88.99
6302,8123.0,Colorado,UCHealth Greeley Hospital,Short Term Acute Care Hospital,6767 29th St Rd,Greeley,80634,50.0,,7,7,,,50,3.0,40.39,-104.79
6303,6059.0,California,Laguna Treatment Hospital,Psychiatric Hospital,24552 Pacific Park Dr,Aliso Viejo,92656,93.0,93.0,0,0,,,0,0.0,33.57,-117.7
6304,26163.0,Michigan,Vibra Hospital of Southeastern Michigan DMC,Long Term Acute Care Hospital,261 Mack Ave,Detroit,48201,28.0,28.0,5,5,,,0,2.0,42.35,-83.06
6305,8035.0,Colorado,UCHealth Highlands Ranch Hospital,Short Term Acute Care Hospital,1500 Park Central Drive,Highlands Ranch,80129,87.0,87.0,15,15,,,0,3.0,39.54,-104.77
6306,6029.0,California,Bakersfield Behavioral Healthcare Hospital,Psychiatric Hospital,5201 White Ln,Bakersfield,93309,90.0,90.0,0,0,0.0,0.62066972,0,0.0,35.32,-119.06
6307,48085.0,Texas,Eminent Medical Center,Short Term Acute Care Hospital,1351 W President George Bush Hwy,Richardson,75080,5.0,5.0,1,1,,,0,0.0,33.0,-96.76
6308,53061.0,Washington,Smokey Point Behavioral Hospital,Psychiatric Hospital,3955 156th St Ne,Marysville,98271,115.0,115.0,0,0,0.0,0.60547948,0,0.0,48.14,-122.18
6309,32031.0,Nevada,Reno Behavioral Healthcare Hospital,Psychiatric Hospital,6940 Sierra Center Pkwy,Reno,89511,124.0,124.0,0,0,,,0,0.0,39.46,-119.78
6310,20173.0,Kansas,Rock Regional Hospital,Short Term Acute Care Hospital,3251 N Rock Road,Derby,67037,31.0,31.0,5,5,,,0,0.0,37.58,-97.23
6311,18017.0,Indiana,Logansport State Hospital,Psychiatric Hospital,1098 S State Road 25,Logansport,46947,105.0,105.0,0,0,,,0,0.0,40.74,-86.39
6312,48201.0,Texas,SUN Behavioral Houston,Psychiatric Hospital,7601 Fannin St,Houston,77054,148.0,148.0,0,0,0.0,0.56651241,0,0.0,29.69,-95.4
6313,37119.0,North Carolina,Carolinas ContinueCARE Hospital at University,Long Term Acute Care Hospital,8800 N Tryon St,Charlotte,28262,35.0,35.0,5,5,0.0,0.45675147,0,2.0,35.31,-80.75
6314,27113.0,Minnesota,Sanford Behavioral Health Hospital,Psychiatric Hospital,120 Labree Ave S,Thief River Falls,56701,16.0,16.0,0,0,0.0,0.71267122,0,0.0,48.12,-96.18
6315,48113.0,Texas,Garland Behavioral Hospital,Psychiatric Hospital,2300 Marie Curie Dr,Garland,75042,72.0,72.0,0,0,0.0,0.74509132,0,0.0,32.92,-96.66
6316,48061.0,Texas,Palms Behavioral Health,Psychiatric Hospital,613 Victoria Ln,Harlingen,78550,94.0,94.0,0,0,0.0,0.53255612,0,0.0,26.16,-97.67
6317,1111.0,Alabama,Tanner Medical Center - East Alabama,Critical Access Hospital,1032 Main St S,Wedowee,36278,15.0,15.0,3,3,0.0,0.22389211,0,1.0,33.3,-85.48
6318,21117.0,Kentucky,SUN Behavioral Kentucky,Psychiatric Hospital,820 Dolwick Drive,Erlanger,41018,197.0,197.0,0,0,0.0,,0,0.0,39.04,-84.6
6319,53053.0,Washington,CHI Franciscan Rehabilitation Hospital,Rehabilitation Hospital,815 S Vassault St,Tacoma,98465,60.0,60.0,0,0,0.0,0.25700855,0,0.0,47.25,-122.52
6320,47157.0,Tennessee,Unity Psychiatric Care - Memphis (FKA Behavioral Healthcare Center at Memphis),Psychiatric Hospital,1505 N 2nd St,Memphis,38107,16.0,16.0,0,0,0.0,0.71215755,0,0.0,35.18,-90.05
6321,45079.0,South Carolina,Columbia Regional Care Center,Short Term Acute Care Hospital,7901 Farrow Rd,Columbia,29203,145.0,178.0,31,31,,,-33,0.0,34.08,-80.98
6322,48141.0,Texas,THOP Horizon City Campus,Short Term Acute Care Hospital,13600 Horizon Blvd,Horizon City,79928,8.0,8.0,1,1,0.0,0.11158229,0,0.0,31.68,-106.21
6323,6073.0,California,Kaiser Permanente - San Diego Medical Center,Short Term Acute Care Hospital,9455 Clairemont Mesa Blvd,San Diego,92123,253.0,321.0,56,56,,,-68,0.0,32.83,-117.13
6324,6019.0,California,Central Star Youth Psychiatric Health Facility,Psychiatric Hospital,4411 E Kings Canyon Rd,Fresno,93702,16.0,16.0,0,0,,,0,0.0,36.74,-119.75
6325,5035.0,Arkansas,Baptist Memorial Hospital Crittenden,Short Term Acute Care Hospital,2100 N 7th St,West Memphis,72301,11.0,11.0,2,2,,,0,1.0,35.18,-90.18
6326,55009.0,Wisconsin,Libertas Treatment Center - Green Bay,Short Term Acute Care Hospital,1701 Dousman St,Green Bay,54303,16.0,32.0,6,6,,,-16,0.0,44.53,-88.06
6327,31055.0,Nebraska,Madonna Rehabilitation Hospital - Omaha,Rehabilitation Hospital,17500 Burke St,Omaha,68118,62.0,57.0,3,3,0.0,0.70988685,5,2.0,41.26,-96.19
6328,42003.0,Pennsylvania,LifeCare Behavioral Health Hospital of Pittsburgh,Psychiatric Hospital,225 Penn Ave,Pittsburgh,15221,49.0,49.0,0,0,0.0,0.64970648,0,1.0,40.45,-79.89
6329,47157.0,Tennessee,Crestwyn Behavioral Health,Psychiatric Hospital,9485 Crestwyn Hills Dr,Memphis,38125,70.0,70.0,0,0,0.0,0.80927593,0,0.0,35.04,-89.75
6330,48291.0,Texas,Cleveland Emergency Hospital,Short Term Acute Care Hospital,1017 S Travis Ave,Cleveland,77327,4.0,16.0,3,3,0.0,0.09442509,-12,1.0,30.33,-95.09
6331,22103.0,Louisiana,AMG Physical Rehabilitation Hospital - Covington,Rehabilitation Hospital,5025 Keystone Blvd,Covington,70433,24.0,24.0,2,2,0.0,0.67671233,0,2.0,30.41,-90.08
6332,1021.0,Alabama,St Vincents Chilton,Short Term Acute Care Hospital,2030 Lay Dam Rd,Clanton,35045,30.0,26.0,6,6,0.0,0.28545839,4,2.0,32.88,-86.62
6333,4005.0,Arizona,Rehabilitation Hospital of Northern Arizona,Rehabilitation Hospital,1851 N Gemini Drive,Flagstaff,86001,40.0,40.0,3,3,0.0,0.42842466,0,2.0,35.21,-111.63
6334,32003.0,Nevada,PAM Rehabilitation Hospital of Centennial Hills,Rehabilitation Hospital,6166 N Durango Dr,Las Vegas,89149,44.0,44.0,0,0,0.0,0.9009459000000001,0,0.0,36.28,-115.28
6335,18089.0,Indiana,Community Stroke and Rehabilitation Hospital,Rehabilitation Hospital,10215 Broadway,Crown Point,46307,,,0,0,,,0,0.0,41.43,-87.33
6336,35049.0,New Mexico,Presbyterian Santa Fe Medical Center,Short Term Acute Care Hospital,4801 Beckner Rd,Santa Fe,87507,36.0,36.0,6,6,0.0,0.42976192,0,2.0,35.63,-106.05
6337,48201.0,Texas,First Texas Hospital (AKA Adeptus Health),Short Term Acute Care Hospital,9922 Louetta Rd,Houston,77070,50.0,12.0,2,2,0.0,0.14931507,38,2.0,30.0,-95.56
6338,47113.0,Tennessee,West Tennessee Healthcare Rehabilitation Hospital Jackson (FKA Spire Jackson Rehabilitation Hospital),Rehabilitation Hospital,616 W Forest Ave,Jackson,38301,48.0,48.0,0,0,0.0,0.72265327,0,0.0,35.63,-88.83
6339,39041.0,Ohio,Mount Carmel Rehabilitation Hospital,Rehabilitation Hospital,597 Executive Campus Dr,Westerville,43082,60.0,60.0,0,0,0.0,0.65050226,0,0.0,40.14,-82.95
6340,42071.0,Pennsylvania,Lancaster Behavioral Health Hospital,Psychiatric Hospital,333 Harrisburg Ave,Lancaster,17603,126.0,126.0,0,0,0.0,0.32359058,0,0.0,40.05,-76.32
6341,20177.0,Kansas,Freedom Behavioral Hospital of Topeka,Psychiatric Hospital,1334 Sw Buchanan St,Topeka,66604,24.0,24.0,0,0,0.0,0.50433791,0,0.0,39.04,-95.69
6342,55009.0,Wisconsin,Willow Creek Behavioral Health,Psychiatric Hospital,1351 Ontario Rd,Green Bay,54311,72.0,72.0,0,0,0.0,0.65460426,0,0.0,44.48,-87.93
6343,39049.0,Ohio,Select Specialty Hospital - Columbus East,Long Term Acute Care Hospital,181 Taylor Ave,Columbus,43203,23.0,46.0,7,7,,0.49487284,-23,0.0,39.97,-82.96
6344,48183.0,Texas,Everest Rehabilitation Hospital of Longview,Rehabilitation Hospital,701 E Loop 281,Longview,75605,36.0,36.0,0,0,,,0,0.0,32.53,-94.71
6345,48027.0,Texas,Everest Rehabilitation Hospital of Temple,Rehabilitation Hospital,23621 SE H K Dodgen Loop,Temple,76504,36.0,36.0,0,0,,,0,0.0,31.14,-97.4
6346,6019.0,California,Exodus Fresno Crisis Stabilization Center,Short Term Acute Care Hospital,4411 E Kings Canyon Rd,Fresno,93702,16.0,16.0,3,3,,,0,0.0,36.74,-119.75
6347,18173.0,Indiana,Ascension St Vincent Orthopedic Hospital,Short Term Acute Care Hospital,10388 Warrick Wellness Trl,Newburgh,47630,,,32,32,,,0,0.0,37.96,-87.35
6348,4013.0,Arizona,Dignity Health East Valley Rehabilitation Hospital,Rehabilitation Hospital,1515 W Chandler Blvd,Chandler,85224,50.0,50.0,0,0,0.0,0.87358904,0,0.0,33.31,-111.87
6349,28049.0,Mississippi,Select Specialty Hospital - Belhaven,Long Term Acute Care Hospital,1225 N State St,Jackson,39202,25.0,25.0,7,7,0.0,0.91178083,0,4.0,32.32,-90.18
6350,6075.0,California,Kentfield San Francisco,Long Term Acute Care Hospital,450 Stanyan St,San Francisco,94117,60.0,40.0,6,6,,,20,0.0,37.77,-122.45
6351,39147.0,Ohio,Sojourn at Seneca,Psychiatric Hospital,50 St Lawrence Dr,Tiffin,44883,24.0,24.0,0,0,0.0,0.64006847,0,0.0,41.1,-83.22
6352,13297.0,Georgia,Ridgeview Institute - Monroe,Psychiatric Hospital,709 Breedlove Dr,Monroe,30655,88.0,88.0,0,0,0.0,0.72198737,0,0.0,33.78,-83.72
6353,48141.0,Texas,Cobalt Rehabilitation Hospital in El Paso,Rehabilitation Hospital,1700 E Cliff Dr,El Paso,77902,,,0,0,,,0,0.0,31.78,-106.48
6354,19153.0,Iowa,MercyOne Clive Rehabilitation Hospital (FKA Mercy Rehabilitation Hospital),Rehabilitation Hospital,1401 Campus Dr,Clive,50325,50.0,50.0,0,0,0.0,0.35863355,0,0.0,41.6,-93.77
6355,38017.0,North Dakota,Sanford Medical Center Fargo,Short Term Acute Care Hospital,5225 23rd Ave S,Fargo,58104,246.0,284.0,50,50,,,-38,0.0,46.85,-96.88
6356,45013.0,South Carolina,Encompass Health Rehabilitation Hospital of Bluffton,Rehabilitation Hospital,107 Seagrass Station Rd,Bluffton,29910,38.0,38.0,0,0,,,0,0.0,32.29,-80.94
6357,6085.0,California,San Jose Behavioral Health,Psychiatric Hospital,455 Silicon Valley Blvd,San Jose,95138,80.0,80.0,0,0,0.0,0.92147261,0,0.0,37.25,-121.77
6358,55035.0,Wisconsin,Marshfield Medical Center - Eau Claire,Short Term Acute Care Hospital,2310 Craig Rd,Eau Claire,54701,44.0,44.0,8,8,,,0,2.0,44.79,-91.52
6359,48113.0,Texas,First Baptist Medical Center,Short Term Acute Care Hospital,8111 Meadow Rd,Dallas,75231,18.0,,3,3,,,18,0.0,32.89,-96.77
6360,48201.0,Texas,Providence Hospital of North Houston,Short Term Acute Care Hospital,16750 Red Oak Dr,Houston,77090,16.0,16.0,3,3,0.0,0.16421233,0,0.0,30.01,-95.44
6361,28029.0,Mississippi,Copiah County Medical Center,Critical Access Hospital,27190 Highway 28,Hazlehurst,39083,25.0,25.0,4,4,0.0,0.60405481,0,1.0,31.87,-90.41
6362,53011.0,Washington,Rainier Springs Hospital,Psychiatric Hospital,2805 Ne 129th St,Vancouver,98686,72.0,72.0,3,3,,,0,2.0,45.71,-122.64
6363,29019.0,Missouri,CenterPointe Hospital of Columbia,Short Term Acute Care Hospital,1201 International Drive,Columbia,65202,72.0,150.0,26,26,,,-78,0.0,39.04,-92.28
6364,40143.0,Oklahoma,St John Rehabilitation Hospital,Rehabilitation Hospital,1200 W Albany St,Broken Arrow,74012,40.0,40.0,4,4,0.0,0.93410957,0,2.0,36.08,-95.8
6365,48453.0,Texas,Baylor Scott & White Clinic - Austin Oak Hill,Short Term Acute Care Hospital,5251 US-290,Austin,78735,,,32,32,,,0,0.0,30.27,-97.86
6366,34015.0,New Jersey,Inspira Medical Center Mullica Hill,Short Term Acute Care Hospital,700 Mullica Hill Rd,Mullica Hill,8062,,,32,32,,,0,0.0,39.72,-75.15
6367,48439.0,Texas,Saint Camillus Medical Center,Short Term Acute Care Hospital,1612 Hurst Town Center Dr,Hurst,76054,23.0,23.0,4,4,0.0,0.034187015,0,1.0,32.84,-97.19
6368,28047.0,Mississippi,Encompass Health Rehabilitation Hospital - Partner of Memorial Hospital at Gulfport (FKA HealthSouth Rehabilitation Hospital of Gulfport),Rehabilitation Hospital,4500 13th St,Gulfport,39501,33.0,33.0,0,0,0.0,0.93308425,0,0.0,30.37,-89.12
6369,10005.0,Delaware,Bayhealth Hospital - Sussex Campus,Short Term Acute Care Hospital,100 Wellness Way,Milford,19963,128.0,128.0,9,9,0.0,0.43991834,0,3.0,38.89,-75.39
6370,18097.0,Indiana,Assurance Health Indianapolis,Psychiatric Hospital,900 N High School Rd,Indianapolis,46214,23.0,23.0,0,0,0.0,0.87552112,0,0.0,39.78,-86.27
6371,40143.0,Oklahoma,PAM Rehabilitation Hospital of Tulsa,Rehabilitation Hospital,10020 E 91st St,Tulsa,74133,42.0,41.0,0,0,0.0,0.92295355,1,0.0,36.03,-95.86
6372,48339.0,Texas,Woodland Springs Hospital,Psychiatric Hospital,15860 Old Conroe Rd,Conroe,77384,96.0,96.0,1,1,0.0,0.44324714,0,2.0,30.23,-95.54
6373,39061.0,Ohio,Assurance Health Cincinnati,Psychiatric Hospital,11690 Grooms Rd,Cincinnati,45242,42.0,42.0,0,0,0.0,0.61311156,0,0.0,39.28,-84.37
6374,45019.0,South Carolina,MUSC Shawn Jenkins Childrens Hospital,Childrens Hospital,10 Mcclennan Banks Dr,Charleston,29401,,,72,72,,,0,0.0,32.78,-79.94
6375,12001.0,Florida,UF Health Neuromedicine Hospital,Short Term Acute Care Hospital,1505 Sw Archer Rd,Gainesville,32608,48.0,48.0,8,8,,,0,0.0,29.64,-82.34
6376,12001.0,Florida,UF Health Heart & Vascular Hospital,Short Term Acute Care Hospital,1505 Sw Archer Rd,Gainesville,32608,16.0,16.0,3,3,,,0,0.0,29.64,-82.34
6377,12031.0,Florida,UF Health North,Short Term Acute Care Hospital,15255 Max Leggett Pkwy,Jacksonville,32218,92.0,92.0,16,16,,,0,0.0,30.48,-81.63
6378,1117.0,Alabama,Encompass Health Rehabilitation Hospital of Shelby County (FKA HealthSouth Pelham),Rehabilitation Hospital,900 Oak Mountain Commons Ln,Pelham,35124,34.0,34.0,0,0,0.0,0.61333042,0,0.0,33.33,-86.78
6379,48201.0,Texas,UMMC - Spring (FKA Spring Excellence Surgical Hospital),Short Term Acute Care Hospital,20635 Kuykendahl Rd,Spring,77379,12.0,12.0,2,2,,,0,0.0,30.07,-95.51
6380,39035.0,Ohio,MetroHealth Parma Medical Center,Short Term Acute Care Hospital,12301 Snow Rd,Parma,44130,16.0,,2,2,,,16,0.0,41.4,-81.78
6381,39035.0,Ohio,MetroHealth Cleveland Heights Medical Center,Short Term Acute Care Hospital,10 Severance Cir,Cleveland Heights,44118,12.0,12.0,2,2,,,0,0.0,41.51,-81.55
6382,48201.0,Texas,Sacred Oak Medical Center,Psychiatric Hospital,11500 Space Center Blvd,Houston,77059,20.0,20.0,0,0,0.0,0.79333335,0,0.0,29.62,-95.14
6383,,,Hospital Oncológico (AKA Liga Puertorriqueña Contra el Cáncer),Short Term Acute Care Hospital,Ave Americo Miranda,San Juan,919,57.0,57.0,5,5,0.0,0.45282385,0,2.0,,
6384,13135.0,Georgia,Lakeview Behavioral Health,Psychiatric Hospital,1 Technology Pkwy S,Norcross,30092,118.0,90.0,0,0,,,28,0.0,33.96,-84.22
6385,42017.0,Pennsylvania,Capital Health at Oxford Valley (FKA Forest Health Medical Center - Bucks County),Short Term Acute Care Hospital,280 Middletown Blvd,Langhorne,19047,,,32,32,,,0,0.0,40.18,-74.88
6386,42091.0,Pennsylvania,Malvern Institute - Willow Grove Addiction Treatment Center,Short Term Acute Care Hospital,240 Fitzwatertown Rd,Willow Grove,19090,90.0,90.0,16,16,,,0,0.0,40.15,-75.13
6387,48291.0,Texas,Texas Emergency Hospital,Short Term Acute Care Hospital,300 E Crockett St,Cleveland,77327,12.0,,1,1,,,12,0.0,30.34,-95.09
6388,39109.0,Ohio,Troy Hospital,Short Term Acute Care Hospital,600 W Main St,Troy,45373,,,32,32,,,0,1.0,40.04,-84.21
6389,32003.0,Nevada,Dignity Health St Rose Dominican - Blue Diamond Campus,Short Term Acute Care Hospital,4855 Blue Diamond Rd,Las Vegas,89139,8.0,,32,32,,,8,0.0,36.03,-115.21
6390,32003.0,Nevada,Dignity Health St Rose Dominican - Sahara Campus,Short Term Acute Care Hospital,4980 W Sahara Ave,Las Vegas,89102,8.0,8.0,1,1,,,0,0.0,36.15,-115.21
6391,32003.0,Nevada,Dignity Health St Rose Dominican - West Flamingo Campus,Short Term Acute Care Hospital,9880 W Flamingo Rd,Las Vegas,89147,8.0,8.0,1,1,,,0,0.0,36.12,-115.31
6392,22019.0,Louisiana,Archer Institute of Lake Charles Memorial Health System,Short Term Acute Care Hospital,6713 Nelson Rd,Lake Charles,70605,42.0,42.0,7,7,,,0,0.0,30.13,-93.23
6393,39049.0,Ohio,OhioHealth Grove City Methodist Hospital,Short Term Acute Care Hospital,1375 Stringtown Rd,Grove City,43123,26.0,26.0,5,5,,,0,0.0,39.88,-83.03
6394,39049.0,Ohio,Mount Carmel Behavioral Health,Psychiatric Hospital,4646 Hilton Corporate Dr,Columbus,43232,80.0,80.0,0,0,,,0,0.0,39.93,-82.87
6395,29189.0,Missouri,Select Specialty Hospital - Town and Country,Long Term Acute Care Hospital,3015 N Ballas Rd,Saint Louis,63131,38.0,38.0,6,6,,,0,0.0,38.64,-90.45
6396,37067.0,North Carolina,Novant Health Rehabilitation Hospital,Rehabilitation Hospital,2475 Hillcrest Center Cir,Winston Salem,27103,68.0,68.0,0,0,,,0,0.0,36.05,-80.32
6397,4019.0,Arizona,Cornerstone Behavioral Health - El Dorado,Psychiatric Hospital,1400 N Wilmot Rd,Tucson,85712,36.0,36.0,0,0,0.0,0.40722984,0,0.0,32.24,-110.86
6398,29510.0,Missouri,Metropolitan St Louis Psychiatric Center,Psychiatric Hospital,5351 Delmar Blvd,Saint Louis,63112,50.0,50.0,0,0,0.0,0.97780824,0,0.0,38.65,-90.28
6399,48085.0,Texas,Texas Health Hospital Frisco,Short Term Acute Care Hospital,12400 Dallas Pkwy,Frisco,75033,63.0,,32,32,,,63,0.0,33.16,-96.84
6400,39173.0,Ohio,Mercy Health - Perrysburg Hospital,Short Term Acute Care Hospital,12623 Eckel Junction Rd,Perrysburg,43551,46.0,46.0,8,8,,,0,0.0,41.54,-83.64
6401,48121.0,Texas,The Colony ER Hospital,Short Term Acute Care Hospital,4780 State Highway 121,The Colony,75056,2.0,15.0,3,3,,,-13,0.0,33.07,-96.89
6402,48201.0,Texas,Altus Houston Hospital,Short Term Acute Care Hospital,6011 W Sam Houston Pkwy S,Houston,77072,10.0,14.0,2,2,,,-4,0.0,29.71,-95.56
6403,13051.0,Georgia,Memorial Health Dwaine & Cynthia Willett Childrens Hospital of Savannah,Childrens Hospital,4700 Waters Ave,Savannah,31404,42.0,42.0,16,16,,,0,8.0,32.03,-81.09
6404,18057.0,Indiana,Indiana Spine Hospital,Short Term Acute Care Hospital,13219 N Meridian St,Carmel,46032,20.0,20.0,4,4,,,0,0.0,39.98,-86.15
6405,22015.0,Louisiana,CHRISTUS Bossier Emergency Hospital,Short Term Acute Care Hospital,2531 Viking Dr,Bossier City,71111,6.0,6.0,1,1,,,0,0.0,32.55,-93.71
6406,48481.0,Texas,OakBend Medical Center - Wharton Hospital Campus,Short Term Acute Care Hospital,10141 Hwy 59,Wharton,77488,45.0,,32,32,,,45,0.0,29.28,-96.1
6407,9007.0,Connecticut,Whiting Forensic Hospital,Short Term Acute Care Hospital,70 Obrien Dr,Middletown,6457,91.0,91.0,16,16,,,0,0.0,41.55,-72.66
6408,8031.0,Colorado,Eating Recovery Center - Denver,Psychiatric Hospital,8190 E 1st Ave,Denver,80230,72.0,24.0,0,0,,,48,0.0,39.72,-104.89
6409,48085.0,Texas,Eating Recovery Center - Dallas,Psychiatric Hospital,4716 Alliance Blvd,Plano,75093,24.0,24.0,0,0,,,0,0.0,33.01,-96.79
6410,12085.0,Florida,Coral Shores Behavioral Health,Psychiatric Hospital,5995 Se Community Dr,Stuart,34997,80.0,68.0,0,0,0.0,0.37111202,12,0.0,27.13,-80.22
6411,72127.0,Puerto Rico,Hospital Industrial,Short Term Acute Care Hospital,Centro Medico de Rio Piedras,San Juan,936,,,32,32,,,0,0.0,18.4,-66.07
6412,38017.0,North Dakota,Sanford Childrens Hospital - Fargo,Childrens Hospital,5225 23rd Ave S,Fargo,58104,284.0,284.0,109,109,,,0,0.0,46.85,-96.88
6413,18173.0,Indiana,Deaconess Orthopedic and Neuroscience Hospital,Short Term Acute Care Hospital,4011 Gateway Blvd,Newburgh,47630,64.0,64.0,11,11,,,0,0.0,37.97,-87.44
6414,48209.0,Texas,Baylor Scott & White - Buda Hospital,Short Term Acute Care Hospital,5330 Overpass Rd,Buda,78610,15.0,,32,32,,,15,0.0,30.08,-97.82
6415,10005.0,Delaware,SUN Behavioral Delaware,Psychiatric Hospital,21655 Biden Ave,Georgetown,19947,90.0,90.0,0,0,0.0,0.18433516,0,0.0,38.7,-75.41
6416,40027.0,Oklahoma,Everest Rehabilitation Hospital of OKC,Rehabilitation Hospital,7900 Mid America Blvd,Oklahoma City,73135,,,0,0,,,0,0.0,35.36,-97.43
6417,,,Doctors Center Hospital Carolina,Short Term Acute Care Hospital,Calle Molinillo,Carolina,988,109.0,109.0,6,6,0.0,0.69440746,0,2.0,,
6418,41059.0,Oregon,Aspen Springs Psychiatric Hospital (AKA Lifeways),Short Term Acute Care Hospital,595 Nw 11th St,Hermiston,97838,16.0,16.0,3,3,,,0,0.0,45.85,-119.31
6419,10001.0,Delaware,PAM Rehabilitation Hospital of Dover,Rehabilitation Hospital,1240 Mckee Rd,Dover,19904,34.0,34.0,0,0,0.0,0.70373029,0,0.0,39.16,-75.56
6420,41051.0,Oregon,Unity Center for Behavioral Health,Psychiatric Hospital,1225 Ne 2nd Ave,Portland,97232,85.0,85.0,0,0,,,0,0.0,45.53,-122.66
6421,48355.0,Texas,PAM Rehabilitation Hospital and LTACH of Corpus Christi,Rehabilitation Hospital,345 S Water St,Corpus Christi,78401,40.0,19.0,2,2,0.0,0.57560486,21,2.0,27.79,-97.4
6422,48157.0,Texas,Encompass Health Rehabilitation Hospital of Katy,Rehabilitation Hospital,23331 Grand Reserve Dr,Katy,77494,40.0,,0,0,,,40,0.0,29.74,-95.83
6423,5045.0,Arkansas,Conway Behavioral Health Hospital,Psychiatric Hospital,2255 Sturgis Rd,Conway,72034,70.0,80.0,0,0,0.0,0.50497359,-10,0.0,35.03,-92.42
6424,22095.0,Louisiana,River Place Behavioral Health,Psychiatric Hospital,500 Rue De Sante,La Place,70068,82.0,82.0,0,0,0.0,0.52222717,0,0.0,30.07,-90.52
6425,54069.0,West Virginia,Acuity Specialty Hospital of Ohio Valley - Wheeling Campus,Short Term Acute Care Hospital,1 Medical Park,Wheeling,26003,13.0,72.0,13,13,,,-59,0.0,40.06,-80.69
6426,39153.0,Ohio,Assurance Health Hudson,Psychiatric Hospital,6260 Hudson Crossing Pkwy,Hudson,44236,23.0,23.0,0,0,0.0,0.40161031,0,0.0,41.24,-81.47
6427,6103.0,California,Restpadd Psychiatric Health Facility - Red Bluff,Short Term Acute Care Hospital,925 Walnut St,Red Bluff,96080,16.0,16.0,3,3,,,0,0.0,40.17,-122.24
